no,SrNo,PDF_name,Type,composition_final,Element,Fractions,Fracs,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Pressure_bar,AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,Relative_Vol,RC_Vol,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,Composition,Top_Intensity_1,Top_Intensity_2,Top_Intensity_3,Top_Intensity_4,Top_Intensity_5,Top_Intensity_6,Top_Intensity_7,Top_Intensity_8,Top_Intensity_9,Top_Intensity_10,Corresponding_Angle_1,Corresponding_Angle_2,Corresponding_Angle_3,Corresponding_Angle_4,Corresponding_Angle_5,Corresponding_Angle_6,Corresponding_Angle_7,Corresponding_Angle_8,Corresponding_Angle_9,Corresponding_Angle_10
3,4,9,PCI,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.53356075571089,1.81673251278934,Ln(P) (MPa),1000/T,379.077197643497,653,653,-0.4912,6.11891683426015,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.002255479274851,13.473415576725,0.05,-0.9065,4.12,3.2792,Mg 90 Ce 5 Sm 5,1.00413223140496,0.981404958677686,0.871900826446281,0.830578512396694,0.820247933884297,0.762396694214876,0.570247933884297,0.446280991735537,0.413223140495868,0.34504132231405,35.2238805970149,31.9402985074627,15.8955223880597,31.3432835820895,35.9701492537313,28.955223880597,25.5970149253731,34.3283582089552,18.955223880597,33.8059701492537
4,5,9,PCI,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.58202350200071,1.31412399331409,Ln(P) (MPa),1000/T,359.101861151461,633,633,-0.9624,3.81975044898627,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.002326855201271,13.8997894873809,0.05,-0.9065,4.12,3.2792,Mg 90 Ce 5 Sm 5,1.00413223140496,0.981404958677686,0.871900826446281,0.830578512396694,0.820247933884297,0.762396694214876,0.570247933884297,0.446280991735537,0.413223140495868,0.34504132231405,35.2238805970149,31.9402985074627,15.8955223880597,31.3432835820895,35.9701492537313,28.955223880597,25.5970149253731,34.3283582089552,18.955223880597,33.8059701492537
5,6,9,PCI,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.63489793850985,0.807881274375728,Ln(P) (MPa),1000/T,338.658976652368,613,613,-1.4566,2.33027221912104,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.00240289622092,14.3540309738966,0.05,-0.9065,4.12,3.2792,Mg 90 Ce 5 Sm 5,1.00413223140496,0.981404958677686,0.871900826446281,0.830578512396694,0.820247933884297,0.762396694214876,0.570247933884297,0.446280991735537,0.413223140495868,0.34504132231405,35.2238805970149,31.9402985074627,15.8955223880597,31.3432835820895,35.9701492537313,28.955223880597,25.5970149253731,34.3283582089552,18.955223880597,33.8059701492537
6,7,9,PCI,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.69050245656688,0.252317277009573,Ln(P) (MPa),1000/T,318.540104609388,593,593,-1.9799,1.38083044924993,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.002484075147303,14.8389644527445,0.05,-0.9065,4.12,3.2792,Mg 90 Ce 5 Sm 5,1.00413223140496,0.981404958677686,0.871900826446281,0.830578512396694,0.820247933884297,0.762396694214876,0.570247933884297,0.446280991735537,0.413223140495868,0.34504132231405,35.2238805970149,31.9402985074627,15.8955223880597,31.3432835820895,35.9701492537313,28.955223880597,25.5970149253731,34.3283582089552,18.955223880597,33.8059701492537
7,8,MgSnZn,Lit_PCT,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,  95   3   2,100,0.95 0.03 0.02,0.95 0.03 0.02,0.202909090909091,1.27802139037433,Ln(P) (MPa),1000/RT,319.737436067879,593,593,-1.024564,3.58952934772712,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.002381016915055,13.8218744604938,0.1196,-0.8637,1.73,1.9303,Mg 95 Sn 3 Zn 2,1.0783354406025,0.427738991809136,0.420867461931725,0.357484470342477,0.330767962179099,0.19740531031829,0.196195921059865,0.172008135891375,0.165906217360234,0.156945742400088,36.8341487548788,22.8481117035897,34.5297124951899,32.2807981969106,37.6988620746523,44.4153702380298,26.4713319773514,57.5905667637843,47.9638282667253,63.196635698972
8,9,MgSnZn,Lit_PCT,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,  95   3   2,100,0.95 0.03 0.02,0.95 0.03 0.02,0.209963636363636,0.838235294117647,Ln(P) (MPa),1000/RT,299.822115216275,573,573,-1.46435,2.31228240997594,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.002464123962701,14.3043133596384,0.1196,-0.8637,1.73,1.9303,Mg 95 Sn 3 Zn 2,1.0783354406025,0.427738991809136,0.420867461931725,0.357484470342477,0.330767962179099,0.19740531031829,0.196195921059865,0.172008135891375,0.165906217360234,0.156945742400088,36.8341487548788,22.8481117035897,34.5297124951899,32.2807981969106,37.6988620746523,44.4153702380298,26.4713319773514,57.5905667637843,47.9638282667253,63.196635698972
9,10,MgSnZn,Lit_PCT,Mg0.95Sn0.03Zn0.02,Mg    Sn   Zn  ,  95   3   2,100,0.95 0.03 0.02,0.95 0.03 0.02,0.217636363636364,0.306363636363636,Ln(P) (MPa),1000/RT,279.627384003134,553,553,-1.996221,1.35847682841226,13.5,3.08,1.5966,130.35,219.95,1.3363,2.0151,0.0333,904.907,1420.88,2.26,7.6755,156.41,45.89,8.622,13.9514,27.9634,983.27,-0.1557,3.444,1.7682,-2.2394,-0.2653,-3.0775,0.0107,-1.6548,63.2494,44.796,0.2645,0.002553242370032,14.8216483816868,0.1196,-0.8637,1.73,1.9303,Mg 95 Sn 3 Zn 2,1.0783354406025,0.427738991809136,0.420867461931725,0.357484470342477,0.330767962179099,0.19740531031829,0.196195921059865,0.172008135891375,0.165906217360234,0.156945742400088,36.8341487548788,22.8481117035897,34.5297124951899,32.2807981969106,37.6988620746523,44.4153702380298,26.4713319773514,57.5905667637843,47.9638282667253,63.196635698972
45,81,41,PCI,Mg0.88Y0.12,Mg    Y   ,  88   12,100,0.88 0.12,0.88 0.12,1.46849835242429,2.73980072179507,Ln(P/P0) (MPa),1000/RT,407.96773710991,681,681,0.437216,15.4839049328464,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.001760512992607,8.93283909360985,0.03,-0.9008,4,3.0508,Mg 88 Y 12,1.00561797752809,0.292134831460674,0.168539325842697,0.146067415730337,0.146067415730337,0.129213483146067,0.095505617977528,0.0842696629213484,0.0842696629213484,0.0674157303370784,33.7579617834395,36.3694267515924,29.8089171974522,37.5796178343949,60.4458598726115,39.2356687898089,49.9363057324841,22.3566878980892,31.9745222929936,48.5987261146497
46,82,41,PCI,Mg0.88Y0.12,Mg    Y   ,  88   12,100,0.88 0.12,0.88 0.12,1.53478738427742,2.08190804958418,Ln(P/P0) (MPa),1000/RT,378.556046292889,652,652,-0.220677,8.01975676603582,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.001838818018351,9.3301586238471,0.03,-0.9008,4,3.0508,Mg 88 Y 12,1.00561797752809,0.292134831460674,0.168539325842697,0.146067415730337,0.146067415730337,0.129213483146067,0.095505617977528,0.0842696629213484,0.0842696629213484,0.0674157303370784,33.7579617834395,36.3694267515924,29.8089171974522,37.5796178343949,60.4458598726115,39.2356687898089,49.9363057324841,22.3566878980892,31.9745222929936,48.5987261146497
47,83,41,PCI,Mg0.88Y0.12,Mg    Y   ,  88   12,100,0.88 0.12,0.88 0.12,1.60751608347717,1.34018515612741,Ln(P/P0) (MPa),1000/RT,349.077757279373,622,622,-0.9624,3.81975044898627,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.001927506990298,9.78016627451497,0.03,-0.9008,4,3.0508,Mg 88 Y 12,1.00561797752809,0.292134831460674,0.168539325842697,0.146067415730337,0.146067415730337,0.129213483146067,0.095505617977528,0.0842696629213484,0.0842696629213484,0.0674157303370784,33.7579617834395,36.3694267515924,29.8089171974522,37.5796178343949,60.4458598726115,39.2356687898089,49.9363057324841,22.3566878980892,31.9745222929936,48.5987261146497
48,84,41,PCI,Mg0.88Y0.12,Mg    Y   ,  88   12,100,0.88 0.12,0.88 0.12,1.68727757727915,0.556252942099482,Ln(P/P0) (MPa),1000/RT,319.670710181883,593,593,-1.746332,1.74412516702407,15.24,3.24,1.624,133.84,222.4,1.2992,2.0676,0.0372,1026.76,1647.72,2.12,7.4784,142.84,44.52,9.024,14.688,32.062,933.36,-0.728,3.3668,1.788,-2.664,-0.3536,-3.3468,0.0088,-2.1744,56.9856,47.5312,0.1096,0.00202176955812,10.25845433853,0.03,-0.9008,4,3.0508,Mg 88 Y 12,1.00561797752809,0.292134831460674,0.168539325842697,0.146067415730337,0.146067415730337,0.129213483146067,0.095505617977528,0.0842696629213484,0.0842696629213484,0.0674157303370784,33.7579617834395,36.3694267515924,29.8089171974522,37.5796178343949,60.4458598726115,39.2356687898089,49.9363057324841,22.3566878980892,31.9745222929936,48.5987261146497
57,97,78,PCI,Mg0.92Ni0.08,Mg Ni,0.92 0.08,1,0.92 0.08,0.92 0.08,1.6096518130976,3.09462384990078,Ln(P/P0) (MPa),1000/T,348.252367663047,621,621,0.792039,22.0789373501722,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.002150643266212,13.4806941228437,0.1628,-0.842,6,2.3178,Mg-8at%Ni,1,0.495934959349594,0.182926829268293,0.166666666666667,0.142276422764228,0.130081300813008,0.117886178861789,0.105691056910569,0.0691056910569108,0.0650406504065044,36.6666666666667,34.5238095238095,44.8809523809524,20.1190476190476,32.2619047619048,47.8571428571429,63.3333333333334,40.1190476190476,20.952380952381,57.2619047619048
58,98,78,PCI,Mg0.92Ni0.08,Mg Ni,0.92 0.08,1,0.92 0.08,0.92 0.08,1.74818690239942,1.87173011004871,Ln(P/P0) (MPa),1000/T,299.021217312337,572,572,-0.430855,6.49953147148784,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.002334876692863,14.6355088291712,0.1628,-0.842,6,2.3178,Mg-8at%Ni,1,0.495934959349594,0.182926829268293,0.166666666666667,0.142276422764228,0.130081300813008,0.117886178861789,0.105691056910569,0.0691056910569108,0.0650406504065044,36.6666666666667,34.5238095238095,44.8809523809524,20.1190476190476,32.2619047619048,47.8571428571429,63.3333333333334,40.1190476190476,20.952380952381,57.2619047619048
59,99,78,PCI,Mg0.92Ni0.08,Mg Ni,0.92 0.08,1,0.92 0.08,0.92 0.08,1.91336821215948,0.435955258885081,Ln(P/P0) (MPa),1000/T,249.638556261668,523,523,-1.86663,1.54643934722907,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.002553631870589,16.0067132892656,0.1628,-0.842,6,2.3178,Mg-8at%Ni,1,0.495934959349594,0.182926829268293,0.166666666666667,0.142276422764228,0.130081300813008,0.117886178861789,0.105691056910569,0.0691056910569108,0.0650406504065044,36.6666666666667,34.5238095238095,44.8809523809524,20.1190476190476,32.2619047619048,47.8571428571429,63.3333333333334,40.1190476190476,20.952380952381,57.2619047619048
60,100,78,PCI,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,1,0.85 0.15,0.85 0.15,1.59904416320028,3.07266129745995,Ln(P/P0) (MPa),1000/T,352.373596935953,625,625,0.770076,21.5993040225777,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.002132028698602,14.7013815049062,0.2142,-0.8,8.06,3.5146,Mg-15at%Ni,1.01382488479263,0.465437788018433,0.313364055299539,0.285714285714286,0.28110599078341,0.253456221198157,0.216589861751152,0.211981566820276,0.175115207373272,0.129032258064516,20.2380952380952,36.6666666666667,34.2857142857143,39.8809523809524,45,39.4047619047619,20.8333333333333,32.1428571428571,19.7619047619048,45.7142857142857
61,101,78,PCI,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,1,0.85 0.15,0.85 0.15,1.74116293477299,1.82724134879193,Ln(P/P0) (MPa),1000/T,301.328789126434,574,574,-0.475344,6.21671164797072,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.002321459819906,16.0076018128335,0.2142,-0.8,8.06,3.5146,Mg-15at%Ni,1.01382488479263,0.465437788018433,0.313364055299539,0.285714285714286,0.28110599078341,0.253456221198157,0.216589861751152,0.211981566820276,0.175115207373272,0.129032258064516,20.2380952380952,36.6666666666667,34.2857142857143,39.8809523809524,45,39.4047619047619,20.8333333333333,32.1428571428571,19.7619047619048,45.7142857142857
62,102,78,PCI,Mg0.85Ni0.15,Mg  Ni,0.85 0.15,1,0.85 0.15,0.85 0.15,1.90887689176033,0.328878661828481,Ln(P/P0) (MPa),1000/T,250.868251701564,524,524,-1.973706,1.38940985604592,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.0025429731615,17.5350447339054,0.2142,-0.8,8.06,3.5146,Mg-15at%Ni,1.01382488479263,0.465437788018433,0.313364055299539,0.285714285714286,0.28110599078341,0.253456221198157,0.216589861751152,0.211981566820276,0.175115207373272,0.129032258064516,20.2380952380952,36.6666666666667,34.2857142857143,39.8809523809524,45,39.4047619047619,20.8333333333333,32.1428571428571,19.7619047619048,45.7142857142857
63,103,80,PCI,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.52770379720206,1.5786052382455,Ln(P/P0) (MPa),1000/T,381.577151560052,655,655,-0.72398,4.84818832047021,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.001962670392736,9.90608715840191,0.0447,-0.904,4,3.2792,Mg 90 Ce 5 Y 5,0.99802371541502,0.733201581027668,0.324110671936759,0.298418972332016,0.243083003952569,0.201581027667984,0.199604743083004,0.181818181818182,0.16798418972332,0.154150197628459,34.7747747747748,33.7837837837838,24.4144144144144,30,17.2972972972973,12.4324324324324,50,36.3963963963964,11.1711711711712,20.7207207207207
64,104,80,PCI,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.57878089828547,1.08355948248659,Ln(P/P0) (MPa),1000/T,360.400113395078,633,633,-1.219026,2.95517861190962,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.002030883265785,10.2503745477934,0.0447,-0.904,4,3.2792,Mg 90 Ce 5 Y 5,0.99802371541502,0.733201581027668,0.324110671936759,0.298418972332016,0.243083003952569,0.201581027667984,0.199604743083004,0.181818181818182,0.16798418972332,0.154150197628459,34.7747747747748,33.7837837837838,24.4144144144144,30,17.2972972972973,12.4324324324324,50,36.3963963963964,11.1711711711712,20.7207207207207
65,105,80,PCI,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.63266330072578,0.601514673398548,Ln(P/P0) (MPa),1000/T,339.496158611186,612,612,-1.70107,1.82488157221892,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.00210057043667,10.6021030861981,0.0447,-0.904,4,3.2792,Mg 90 Ce 5 Y 5,0.99802371541502,0.733201581027668,0.324110671936759,0.298418972332016,0.243083003952569,0.201581027667984,0.199604743083004,0.181818181818182,0.16798418972332,0.154150197628459,34.7747747747748,33.7837837837838,24.4144144144144,30,17.2972972972973,12.4324324324324,50,36.3963963963964,11.1711711711712,20.7207207207207
66,106,80,PCI,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,  90   5   5,100,0.9 0.05 0.05,0.9 0.05 0.05,1.69048490585884,0.091006626696119,Ln(P/P0) (MPa),1000/T,318.546246011559,592,592,-2.211578,1.09527677402255,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.002171535654125,10.9602822445156,0.0447,-0.904,4,3.2792,Mg 90 Ce 5 Y 5,0.99802371541502,0.733201581027668,0.324110671936759,0.298418972332016,0.243083003952569,0.201581027667984,0.199604743083004,0.181818181818182,0.16798418972332,0.154150197628459,34.7747747747748,33.7837837837838,24.4144144144144,30,17.2972972972973,12.4324324324324,50,36.3963963963964,11.1711711711712,20.7207207207207
67,107,87,PCI,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,83 15 2,0.92 0.07 0.001,0.92 0.07 0.001,0.92 0.07 0.01,1.59677335540244,1.16161130143577,Ln(P) (bar),1000/T,353.262954987727,626,626,-1.141,3.19499362650709,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.002146565849279,13.44469158069,0.1543,-0.8457,5.74,2.5684,Mg 85 Ni 15 -0.2 wt. % Ti,0.993421052631579,0.81578947368421,0.736842105263158,0.578947368421053,0.447368421052631,0.434210526315789,0.381578947368421,0.296052631578947,0.282894736842105,0.269736842105263,42.5316455696203,23.4177215189873,52.2784810126583,39.873417721519,46.3291139240506,45.6962025316456,24.1772151898734,22.9113924050633,47.4683544303798,37.3417721518987
68,108,87,PCI,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,83 15 2,0.92 0.07 0.001,0.92 0.07 0.001,0.92 0.07 0.01,1.66940028484545,0.57293871973517,Ln(P) (bar),1000/T,326.017508908942,599,599,-1.7296,1.7735533791851,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.002243322573704,14.0507127370817,0.1543,-0.8457,5.74,2.5684,Mg 85 Ni 15 -0.2 wt. % Ti,0.993421052631579,0.81578947368421,0.736842105263158,0.578947368421053,0.447368421052631,0.434210526315789,0.381578947368421,0.296052631578947,0.282894736842105,0.269736842105263,42.5316455696203,23.4177215189873,52.2784810126583,39.873417721519,46.3291139240506,45.6962025316456,24.1772151898734,22.9113924050633,47.4683544303798,37.3417721518987
69,109,87,PCI,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,83 15 2,0.92 0.07 0.001,0.92 0.07 0.001,0.92 0.07 0.01,1.7466954078294,-0.251429038839063,Ln(P) (bar),1000/T,299.509663400724,573,573,-2.554,0.777699631584376,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.002345113824866,14.688266892691,0.1543,-0.8457,5.74,2.5684,Mg 85 Ni 15 -0.2 wt. % Ti,0.993421052631579,0.81578947368421,0.736842105263158,0.578947368421053,0.447368421052631,0.434210526315789,0.381578947368421,0.296052631578947,0.282894736842105,0.269736842105263,42.5316455696203,23.4177215189873,52.2784810126583,39.873417721519,46.3291139240506,45.6962025316456,24.1772151898734,22.9113924050633,47.4683544303798,37.3417721518987
